Year (negative values = BC),Temp interpolated,CO2 interpolated,N2O interpolated,Methane interpolated
-796475,-8.603333333333333,190.13333333333333,254.0,443.175
-796467,-8.666666666666666,189.7,253.25714285714287,457.8
-795458,-8.73,189.26666666666668,252.5142857142857,426.95000000000005
-795327,-8.68,188.83333333333334,251.77142857142857,396.1
-795149,-8.629999999999999,188.4,251.02857142857144,400.48
-794517,-8.58,189.3,250.2857142857143,404.86
-794499,-8.53,190.48000000000002,249.54285714285714,409.24
-794430,-8.43,191.66,248.8,413.62
-794369,-8.33,192.84,247.35714285714286,418.0
-793606,-8.23,194.01999999999998,245.9142857142857,421.43333333333334
-793252,-7.930000000000001,195.2,244.47142857142856,424.8666666666667
-792988,-7.63,196.6,243.02857142857144,428.3
-792758,-7.33,198.0,241.5857142857143,426.141666675
-792658,-7.125,199.4,240.14285714285714,423.98333334999995
-792569,-6.92,201.32,238.7,421.82500002499995
-792449,-6.715,203.24,238.7,419.66666669999995
-791926,-6.51,205.16,238.7,435.43333335
-791645,-6.31,207.08,238.7,451.2
-791310,-6.11,209.0,238.7,454.89333333999997
-791129,-5.91,206.5,238.7,458.58666667999995
-790993,-5.835,204.0,238.7,462.28000002
-790916,-5.76,204.275,238.7,465.97333335999997
-790877,-5.6850000000000005,204.55,240.27142857142857,469.66666669999995
-790381,-5.61,204.825,241.84285714285713,468.5111111333333
-790131,-5.423333333333334,205.1,243.4142857142857,467.3555555666666
-790044,-5.236666666666666,208.53333333333333,244.98571428571427,466.2
-789668,-5.05,211.96666666666667,246.55714285714285,475.4
-789541,-4.8549999999999995,215.4,248.1285714285714,484.6
-789474,-4.66,216.58,249.7,493.8
-789426,-4.465,217.76000000000002,250.2142857142857,503.0
-788987,-4.27,218.94,250.72857142857143,493.0
-788740,-4.08,220.12,251.24285714285713,483.0
-788588,-3.89,221.3,251.75714285714287,494.46666666
-788331,-3.7,219.75,252.27142857142857,505.93333332
-788203,-3.5475000000000003,218.2,252.7857142857143,517.39999998
-788110,-3.395,220.225,253.3,528.86666664
-788087,-3.2424999999999997,222.25,253.21428571428572,540.3333332999999
-787685,-3.09,224.275,253.12857142857143,541.2888888666666
-787431,-2.9233333333333333,226.3,253.04285714285714,542.2444444333333
-787312,-2.7566666666666664,227.36666666666667,252.95714285714286,543.2
-787068,-2.59,228.43333333333334,252.87142857142857,547.8166666750001
-786937,-2.535,229.5,252.78571428571428,552.4333333500001
-786882,-2.48,233.18,252.7,557.050000025
-786864,-2.425,236.86,254.64285714285714,561.6666667000001
-786492,-2.37,240.54,256.5857142857143,575.28333335
-786172,-2.1633333333333336,244.22,258.5285714285714,588.9
-786083,-1.9566666666666668,247.9,260.4714285714286,602.98666666
-785935,-1.75,248.0,262.4142857142857,617.07333332
-785855,-1.4475,248.1,264.3571428571429,631.15999998
-785730,-1.145,250.29999999999998,266.3,645.24666664
-785723,-0.8425,252.5,270.4111111111111,659.3333332999999
-785348,-0.54,254.7,274.52222222222224,677.3555555333332
-785126,-0.5700000000000001,256.9,278.6333333333333,695.3777777666667
-784988,-0.6,257.75,282.74444444444447,713.4
-784756,-0.63,258.6,286.85555555555555,706.2
-784698,-0.6983333333333334,259.45,290.9666666666667,699.0
-784637,-0.7666666666666667,260.3,295.0777777777778,718.835
-784589,-0.835,259.48333333333335,299.18888888888887,738.67
-784579,-0.9033333333333333,258.6666666666667,303.3,730.835
-784539,-0.9716666666666667,257.85,300.6,723.0
-784155,-1.04,257.03333333333336,297.9,699.95
-784009,-1.0433333333333334,256.2166666666667,295.2,676.9
-783839,-1.0466666666666666,255.4,292.5,679.258333325
-783520,-1.05,254.35000000000002,289.8,681.61666665
-783463,-1.075,253.3,287.1,683.974999975
-783436,-1.1,252.65,284.4,686.3333332999999
-783424,-1.125,252.0,281.7,674.599999975
-782880,-1.15,251.35,279.84285714285716,662.86666665
-782742,-1.3366666666666667,250.7,277.98571428571427,651.133333325
-782689,-1.5233333333333332,249.43333333333334,276.12857142857143,639.4
-782223,-1.71,248.16666666666666,274.27142857142854,644.0444444333333
-782197,-1.7075,246.9,272.4142857142857,648.6888888666666
-782157,-1.705,247.94,270.5571428571428,653.3333332999999
-782151,-1.7025,248.98,268.7,641.5555555333333
-781578,-1.7,250.02,268.8666666666667,629.7777777666666
-781478,-1.8133333333333332,251.06,269.0333333333333,618.0
-781313,-1.9266666666666667,252.1,269.2,625.1111111
-780906,-2.04,250.92,269.3666666666667,632.2222221999999
-780900,-1.9733333333333334,249.73999999999998,269.5333333333333,639.3333332999999
-780880,-1.9066666666666667,248.56,269.7,635.324999975
-780230,-1.84,247.38,271.7,631.3166666499999
-780109,-1.9133333333333333,246.2,273.7,627.3083333249999
-780007,-1.9866666666666666,246.825,275.7,623.3
-779682,-2.06,247.45,277.7,633.3333332999999
-779646,-2.1333333333333333,248.075,279.7,632.6466666399999
-779585,-2.2066666666666666,248.7,276.4875,631.9599999799999
-779568,-2.28,247.225,273.275,631.27333332
-778913,-2.37,245.75,270.0625,630.58666666
-778794,-2.3200000000000003,244.275,266.85,629.9
-778662,-2.27,242.8,263.6375,627.12
-778318,-2.2199999999999998,248.5,260.425,624.34
-778259,-2.17,247.58,257.2125,621.56
-778158,-2.1566666666666667,246.66,254.0,618.78
-778144,-2.143333333333333,245.74,254.0,616.0
-777599,-2.13,244.82,254.0,610.1
-777414,-2.143333333333333,243.9,254.0,604.1999999999999
-777333,-2.1566666666666667,244.53333333333333,254.0,598.3
-776923,-2.17,245.16666666666669,254.0,603.5333333333333
-776848,-2.2125,245.8,254.0,608.7666666666667
-776810,-2.255,245.86,254.0,614.0
-776797,-2.2975,245.92000000000002,254.0,636.3333333333334
-776251,-2.34,245.98,256.1857142857143,658.6666666666666
-776081,-2.4225,246.04,258.37142857142857,681.0
-775950,-2.505,246.1,260.5571428571429,675.166666675
-775606,-2.5875,246.3,262.74285714285713,669.33333335
-775586,-2.67,245.82000000000002,264.92857142857144,663.5000000250001
-775460,-2.68,245.34,267.1142857142857,657.6666667000001
-775440,-2.69,244.86,269.3,643.550000025
-774911,-2.7,244.38,269.87142857142857,629.4333333500001
-774686,-2.6966666666666668,243.9,270.4428571428572,615.3166666750001
-774605,-2.6933333333333334,242.20000000000002,271.01428571428573,601.2
-774209,-2.69,240.5,271.5857142857143,606.6888889
-774087,-2.7575,238.8,272.15714285714284,612.1777778000001
-774043,-2.825,239.14000000000001,272.72857142857146,617.6666667000001
-774034,-2.8925,239.48000000000002,273.3,604.2444444666667
-773492,-2.96,239.82,271.4428571428572,590.8222222333334
-773295,-3.13,240.16,269.5857142857143,577.4
-773101,-3.3000000000000003,240.5,267.72857142857146,578.883333325
-772753,-3.47,238.7,265.87142857142857,580.36666665
-772598,-3.5575,236.9,264.01428571428573,581.849999975
-772575,-3.645,236.0,262.15714285714284,583.3333332999999
-772548,-3.7325,235.10000000000002,260.3,574.6249999749999
-772007,-3.82,234.20000000000002,261.87142857142857,565.91666665
-771730,-3.9233333333333333,233.3,263.4428571428572,557.208333325
-771681,-4.026666666666666,232.20000000000002,265.01428571428573,548.5
-771288,-4.13,231.1,266.5857142857143,554.2222222333334
-771093,-4.2275,230.0,268.15714285714284,559.9444444666667
-771049,-4.324999999999999,230.18,269.72857142857146,565.6666667000001
-771046,-4.422499999999999,230.36,271.3,553.6111111333333
-770603,-4.52,230.54,265.225,541.5555555666667
-770248,-4.4799999999999995,230.72,259.15,529.5
-770126,-4.4399999999999995,230.9,253.075,532.5555555666667
-770082,-4.4,230.66666666666669,247.0,535.6111111333333
-770063,-4.36,230.43333333333334,253.56666666666666,538.6666667000001
-769956,-4.32,230.2,260.1333333333333,540.1111111333333
-769885,-4.264285714285714,229.96666666666667,266.7,541.5555555666667
-769878,-4.208571428571429,229.73333333333335,264.46666666666664,543.0
-769758,-4.152857142857143,229.5,262.23333333333335,547.3333333333334
-769596,-4.097142857142857,232.23333333333332,260.0,551.6666666666666
-769590,-4.041428571428572,234.96666666666667,263.675,556.0
-769310,-3.9857142857142858,237.7,267.35,576.833333325
-769298,-3.93,237.17499999999998,271.025,597.66666665
-769258,-3.9137500000000003,236.64999999999998,274.7,618.4999999749999
-769255,-3.8975,236.125,273.3666666666667,639.3333332999999
-769044,-3.88125,235.6,272.0333333333333,641.7777777666666
-768987,-3.865,236.46666666666667,270.7,644.2222222333334
-768980,-3.84875,237.33333333333331,270.75,646.6666667000001
-768774,-3.8325,238.2,270.8,639.38333335
-768651,-3.8162499999999997,237.33333333333331,270.85,632.1
-768609,-3.8,236.46666666666667,270.9,631.5
-768497,-3.8057142857142856,235.6,270.95,630.9000000000001
-768353,-3.8114285714285714,234.23333333333332,271.0,630.3000000000001
-768344,-3.817142857142857,232.86666666666667,274.9,629.7
-768183,-3.8228571428571425,231.5,278.8,627.0222222333334
-768130,-3.8285714285714283,230.125,282.7,624.3444444666667
-768129,-3.834285714285714,228.75,283.56,621.6666667000001
-767881,-3.84,227.375,284.42,619.8777778
-767837,-3.9274999999999998,226.0,285.28,618.0888889
-767776,-4.015,226.42,286.14,616.3
-767754,-4.1025,226.84,287.0,601.65
-767629,-4.1899999999999995,227.26,282.85,587.0
-767600,-4.2775,227.68,278.7,581.2666666666667
-767564,-4.365,228.1,279.24285714285713,575.5333333333333
-767349,-4.4525,225.86666666666667,279.7857142857143,569.8
-767122,-4.54,223.63333333333333,280.3285714285714,569.1999999999999
-767100,-4.698,221.4,280.87142857142857,568.6
-766740,-4.856,221.9,281.4142857142857,568.0
-766705,-5.014,222.4,281.95714285714286,551.68
-766626,-5.172,220.83333333333334,282.5,535.36
-766349,-5.33,219.26666666666665,277.9,519.04
-765787,-5.553333333333334,217.7,273.3,502.71999999999997
-765671,-5.776666666666666,216.29999999999998,268.7,486.4
-765608,-6.0,214.9,264.1,497.26666666666665
-765146,-6.1,213.5,259.5,508.1333333333333
-765121,-6.2,213.86666666666667,254.9,519.0
-765097,-6.300000000000001,214.23333333333332,250.3,501.56666666666666
-764930,-6.4,214.6,248.44,484.1333333333333
-764296,-6.3100000000000005,214.96666666666667,246.58,466.7
-764288,-6.22,215.33333333333331,244.72,465.525
-764160,-6.088,215.7,242.86,464.35
-763978,-5.9559999999999995,216.06666666666666,241.0,463.175
-763935,-5.824,216.43333333333334,245.675,462.0
-763785,-5.691999999999999,216.8,250.35,463.916666675
-763678,-5.56,217.44444444444446,255.02499999999998,465.83333335
-763635,-5.494285714285714,218.0888888888889,259.7,467.75000002499996
-763555,-5.428571428571428,218.73333333333335,262.2,469.66666669999995
-763314,-5.362857142857142,219.3777777777778,264.7,484.83333335
-763272,-5.297142857142857,220.0222222222222,266.5,500.0
-763167,-5.231428571428571,220.66666666666666,268.3,517.5
-763133,-5.1657142857142855,221.3111111111111,271.84000000000003,535.0
-763066,-5.1,221.95555555555555,275.38,529.2666666666667
-762883,-5.015,222.6,278.92,523.5333333333333
-762798,-4.93,222.975,282.46,517.8
-762634,-4.845,223.35,286.0,563.3333332999999
-762448,-4.76,223.725,288.3333333333333,559.8333332999999
-762299,-4.7542857142857144,224.1,290.6666666666667,556.3333332999999
-762222,-4.748571428571428,223.2,293.0,552.8333332999999
-762193,-4.742857142857143,222.3,291.76666666666665,549.3333332999999
-761984,-4.737142857142857,221.4,290.53333333333336,551.5555555333333
-761874,-4.731428571428571,222.475,289.3,553.7777777666666
-761867,-4.725714285714285,223.55,288.26666666666665,556.0
-761811,-4.72,224.625,287.23333333333335,550.1333333333333
-761736,-4.83,225.7,286.2,544.2666666666667
-761513,-4.9399999999999995,220.35,285.1666666666667,538.4
-761369,-5.05,215.0,284.1333333333333,534.05
-761133,-5.16,215.5,283.1,529.7
-760921,-5.315,216.0,282.06666666666666,525.35
-760876,-5.470000000000001,215.0,281.03333333333336,521.0
-760856,-5.625,214.0,280.0,509.325
-760437,-5.78,213.0,277.475,497.65
-760114,-6.093333333333334,212.0,274.95,485.975
-760088,-6.406666666666666,210.525,272.425,474.3
-759742,-6.72,209.05,269.9,473.75
-759624,-6.923333333333333,207.575,267.375,473.2
-759503,-7.126666666666667,206.1,264.85,466.7
-759071,-7.33,206.36666666666667,262.325,460.2
-758685,-7.31,206.63333333333333,259.8,453.7
-758550,-7.29,206.9,257.275,455.42666666
-758466,-7.27,207.85000000000002,254.75,457.15333332
-758252,-7.2325,208.8,252.225,458.87999998000004
-758079,-7.195,210.32500000000002,249.7,460.60666664
-758065,-7.1575,211.85000000000002,249.98571428571427,462.33333330000005
-757888,-7.12,213.375,250.27142857142857,455.149999975
-757356,-6.775,214.9,250.55714285714285,447.96666665000004
-757331,-6.43,215.9,250.84285714285713,440.78333332500006
-757250,-6.358,216.9,251.1285714285714,433.6
-756933,-6.286,217.9,251.4142857142857,429.40000000000003
-756890,-6.214,217.825,251.7,425.2
-756866,-6.142,217.75,257.275,421.0
-756807,-6.07,217.675,262.85,437.166666675
-756525,-5.995,217.6,268.425,453.33333335
-756467,-5.92,217.025,274.0,469.50000002499996
-756431,-5.845,216.45,275.25,485.66666669999995
-756315,-5.77,215.875,276.5,488.66666669999995
-756309,-5.691666666666666,215.3,277.75,491.66666669999995
-756240,-5.613333333333333,216.275,279.0,494.66666669999995
-756193,-5.535,217.25,280.5285714285714,497.66666669999995
-756050,-5.456666666666666,218.225,282.0571428571429,498.1
-756012,-5.378333333333333,219.2,283.5857142857143,499.90833332500006
-755808,-5.3,217.1,285.1142857142857,501.71666665000004
-755611,-5.2475,215.0,286.6428571428571,503.524999975
-755557,-5.195,214.4625,288.1714285714286,505.33333330000005
-755556,-5.1425,213.925,289.7,496.7777777666667
-755270,-5.09,213.3875,284.46666666666664,488.2222222333333
-755265,-5.148571428571429,212.85,279.23333333333335,479.66666669999995
-755262,-5.207142857142857,212.3125,274.0,476.48333334999995
-755045,-5.265714285714286,211.77499999999998,280.35,473.3
-755043,-5.324285714285714,211.23749999999998,286.7,462.0
-754921,-5.382857142857143,210.7,283.0333333333333,450.7
-754835,-5.441428571428571,209.13333333333333,279.3666666666667,439.4
-754693,-5.5,207.56666666666666,275.7,432.59999999999997
-754407,-5.6875,206.0,272.0333333333333,425.8
-754370,-5.875,205.18,268.3666666666667,419.0
-754364,-6.0625,204.36,264.7,427.5
-754110,-6.25,203.54,262.84285714285716,436.0
-753665,-6.573333333333333,202.72,260.98571428571427,444.5
-753545,-6.8966666666666665,201.9,259.12857142857143,440.625
-753525,-7.22,201.2,257.27142857142854,436.75
-753291,-7.3,200.5,255.4142857142857,432.875
-753189,-7.38,199.325,253.55714285714285,429.0
-753097,-7.46,198.15,251.7,423.35
-752936,-7.54,196.97500000000002,248.64285714285714,417.7
-752444,-7.623333333333333,195.8,245.5857142857143,412.04999999999995
-752398,-7.706666666666667,194.72500000000002,242.52857142857144,406.4
-752350,-7.79,193.65,239.47142857142856,408.03333335
-752070,-7.835,192.575,236.4142857142857,409.6666667
-752034,-7.88,191.5,233.35714285714286,412.7619047857143
-751991,-7.925,192.75,230.3,415.8571428714286
-751766,-7.97,194.0,230.41666666666669,418.9523809571429
-751188,-8.24,195.25,230.53333333333333,422.04761904285715
-751028,-8.266,196.5,230.65,425.14285712857145
-750655,-8.292,188.0,230.76666666666668,428.23809521428575
-750617,-8.318,188.42,230.88333333333333,431.33333330000005
-750612,-8.344,188.84,231.0,425.24666664000006
-750611,-8.37,189.26,232.47142857142856,419.15999998
-750040,-8.42,189.68,233.94285714285715,413.07333332
-749880,-8.476666666666667,190.1,235.4142857142857,406.98666665999997
-749805,-8.533333333333333,188.79999999999998,236.8857142857143,400.9
-749478,-8.59,187.5,238.35714285714286,407.75833332499997
-749351,-8.5875,186.2,239.82857142857145,414.61666665
-749308,-8.585,185.76,241.3,421.47499997500006
-749303,-8.5825,185.32,241.9714285714286,428.33333330000005
-748928,-8.58,184.88,242.64285714285714,417.96666665000004
-748653,-8.553333333333333,184.44,243.31428571428572,407.6
-748526,-8.526666666666667,184.0,243.9857142857143,406.01333334000003
-748372,-8.5,184.4,244.65714285714287,404.42666668000004
-748244,-8.455,184.8,245.32857142857142,402.84000002
-748096,-8.41,184.32500000000002,246.0,401.25333336
-748094,-8.365,183.85000000000002,246.52857142857144,399.6666667
-747816,-8.32,183.375,247.05714285714285,392.2777778
-747451,-8.36,182.9,247.5857142857143,384.8888889
-747369,-8.4,182.4,248.1142857142857,377.5
-747253,-8.44,181.9,248.64285714285714,385.291666675
-746963,-8.48,181.4,249.17142857142855,393.08333335
-746921,-8.52,181.20000000000002,249.7,400.875000025
-746919,-8.559999999999999,181.0,248.325,408.6666667
-746691,-8.6,180.8,246.95,400.43333335
-746283,-8.629999999999999,180.6,245.575,392.2
-746151,-8.66,180.4,244.2,395.31666667499996
-746141,-8.69,180.60000000000002,242.825,398.43333335
-745809,-8.675,180.8,241.45,401.55000002500003
-745766,-8.66,180.8,240.075,404.6666667
-745764,-8.645,180.8,238.7,404.100000025
-745570,-8.63,180.8,238.6,403.53333335
-745160,-8.626666666666667,180.8,238.5,402.966666675
-745099,-8.623333333333333,181.56666666666666,238.4,402.4
-744997,-8.62,182.33333333333334,238.29999999999998,410.93333333333334
-744693,-8.605,183.1,238.2,419.46666666666664
-744652,-8.59,182.51999999999998,238.1,428.0
-744646,-8.575,181.94,238.0,423.7
-744425,-8.56,181.35999999999999,237.55,419.40000000000003
-744054,-8.56,180.78,237.1,415.1
-743886,-8.56,180.2,236.65,420.84444443333336
-743831,-8.56,180.56,236.20000000000002,426.5888888666667
-743522,-8.51,180.92,235.75,432.33333330000005
-743515,-8.46,181.28,235.3,429.574999975
-743221,-8.41,181.64,235.8714285714286,426.81666665
-742893,-8.496666666666666,182.0,236.44285714285715,424.05833332500004
-742824,-8.583333333333334,181.73333333333332,237.01428571428573,421.3
-742595,-8.67,181.46666666666667,237.5857142857143,421.42222223333334
-742404,-8.7125,181.2,238.15714285714287,421.5444444666666
-742362,-8.754999999999999,181.04,238.72857142857143,421.66666669999995
-742357,-8.7975,180.88,239.3,427.47777779999996
-741984,-8.84,180.72,238.11428571428573,433.2888889
-741756,-8.876666666666667,180.56,236.92857142857144,439.1
-741639,-8.913333333333332,180.4,235.74285714285716,434.90833332500006
-741375,-8.95,181.05,234.55714285714285,430.71666665000004
-741283,-8.862499999999999,181.7,233.37142857142857,426.524999975
-741257,-8.774999999999999,181.85,232.18571428571428,422.33333330000005
-741217,-8.6875,182.0,231.0,417.12499997500004
-740757,-8.6,182.15,232.57142857142858,411.91666665
-740608,-8.556666666666667,182.3,234.14285714285714,406.708333325
-740552,-8.513333333333334,180.83333333333334,235.71428571428572,401.5
-740136,-8.47,179.36666666666667,237.28571428571428,404.1111111
-740125,-8.415000000000001,177.9,238.85714285714286,406.7222222
-740121,-8.36,177.64000000000001,240.42857142857142,409.3333333
-740089,-8.305,177.38,242.0,402.1222222
-739515,-8.25,177.12,244.06,394.91111109999997
-739472,-8.248,176.85999999999999,246.12,387.7
-739357,-8.246,176.6,248.18,394.275
-739071,-8.244,178.6,250.24,400.85
-738939,-8.242,178.675,252.3,407.425
-738917,-8.24,178.75,249.5857142857143,414.0
-738344,-8.08,178.825,246.8714285714286,412.8666666666667
-738327,-7.926666666666667,178.9,244.15714285714287,411.73333333333335
-738261,-7.773333333333333,181.95,241.44285714285715,410.6
-737892,-7.62,185.0,238.72857142857143,406.8
-737859,-7.466666666666667,187.13333333333333,236.01428571428573,403.0
-737854,-7.3133333333333335,189.26666666666668,233.3,404.325
-737828,-7.16,191.4,236.25,405.65
-737326,-6.27,193.53333333333333,239.20000000000002,406.975
-737323,-6.161666666666666,195.66666666666669,242.15,408.3
-737187,-6.053333333333333,197.8,245.1,408.05833332500004
-736894,-5.945,200.3,248.05,407.81666665
-736871,-5.836666666666667,201.54000000000002,251.0,407.57499997499997
-736868,-5.7283333333333335,202.78,255.61428571428573,407.3333333
-736849,-5.62,204.02,260.22857142857146,411.249999975
-736344,-5.38,205.26,264.84285714285716,415.16666665
-736322,-5.276666666666666,206.5,269.45714285714286,419.083333325
-736179,-5.173333333333333,208.55,274.07142857142856,423.0
-735939,-5.07,210.6,278.6857142857143,451.2222222333333
-735892,-4.966666666666667,210.71666666666667,283.3,479.44444446666665
-735872,-4.863333333333333,210.83333333333334,280.175,507.66666669999995
-735859,-4.76,210.95,277.05,519.0777777999999
-735403,-4.52,211.06666666666666,273.925,530.4888889
-735335,-4.511666666666667,211.18333333333334,270.8,541.9
-735316,-4.503333333333333,211.3,267.675,548.2666666666667
-735084,-4.494999999999999,208.1,264.55,554.6333333333333
-734972,-4.486666666666666,208.5,261.425,561.0
-734964,-4.4783333333333335,208.89999999999998,258.3,557.225
-734887,-4.47,209.29999999999998,257.5,553.45
-734510,-4.323333333333333,209.7,256.7,549.675
-734462,-4.176666666666667,207.83333333333331,255.9,545.9
-734405,-4.03,205.96666666666667,255.1,544.2666666666667
-734129,-3.9525,204.1,254.29999999999998,542.6333333333333
-734106,-3.875,203.54,253.5,541.0
-734089,-3.7975000000000003,202.98,252.7,533.2
-733905,-3.72,202.42000000000002,252.25,525.4
-733574,-3.81,201.86,251.79999999999998,517.6
-733509,-3.9000000000000004,201.3,251.35,521.0333333250001
-733386,-3.99,201.5,250.9,524.46666665
-733217,-4.043333333333334,201.7,250.45,527.899999975
-733151,-4.096666666666667,203.6,250.0,531.3333333
-732893,-4.15,205.5,251.04285714285714,527.5222222
-732654,-4.083333333333334,207.4,252.0857142857143,523.7111111
-732638,-4.016666666666667,206.70000000000002,253.12857142857143,519.9
-732377,-3.95,206.0,254.17142857142858,519.7111111
-732273,-3.9450000000000003,205.3,255.21428571428572,519.5222222
-732244,-3.9400000000000004,205.12,256.25714285714287,519.3333333
-732238,-3.935,204.94,257.3,522.7222222
-731853,-3.93,204.76000000000002,257.8285714285714,526.1111111
-731697,-3.895,204.58,258.3571428571429,529.5
-731593,-3.8600000000000003,204.4,258.8857142857143,528.458333325
-731311,-3.825,203.9,259.4142857142857,527.41666665
-731291,-3.79,204.3,259.9428571428571,526.374999975
-731209,-3.9266666666666667,204.70000000000002,260.4714285714286,525.3333333
-731204,-4.0633333333333335,205.1,261.0,524.124999975
-730652,-4.2,205.5,259.95,522.91666665
-730598,-4.308333333333334,205.9,258.9,521.708333325
-730511,-4.416666666666667,205.20000000000002,257.85,520.5
-730196,-4.525,204.5,256.8,537.3333332999999
-730191,-4.633333333333333,203.8,255.75,530.924999975
-730148,-4.741666666666666,204.02,254.7,524.5166666499999
-729996,-4.85,204.24,255.88571428571427,518.108333325
-729491,-5.0649999999999995,204.46,257.07142857142856,511.7
-729381,-5.28,204.68,258.25714285714287,520.4666666666667
-729379,-5.2700000000000005,204.9,259.4428571428571,529.2333333333333
-729076,-5.260000000000001,204.5,260.62857142857143,538.0
-728999,-5.25,204.1,261.8142857142857,539.32
-728964,-5.24,204.06666666666666,263.0,540.64
-728759,-5.23,204.03333333333333,263.66,541.96
-728349,-5.256666666666667,204.0,264.32,543.28
-728293,-5.283333333333333,204.23333333333335,264.98,544.6
-728100,-5.31,204.46666666666667,265.64,546.7333333333333
-727807,-5.4366666666666665,204.7,266.3,548.8666666666667
-727804,-5.5633333333333335,204.93333333333334,263.78000000000003,551.0
-727418,-5.69,205.16666666666669,261.26,544.1111111
-726971,-5.7250000000000005,205.4,258.74,537.2222222
-726923,-5.76,205.325,256.21999999999997,530.3333333
-726909,-5.795,205.25,253.7,537.499999975
-726711,-5.83,205.175,257.35,544.66666665
-726618,-5.885,205.1,261.0,551.833333325
-726502,-5.9399999999999995,205.2,264.65,559.0
-726472,-5.995,205.3,268.3,551.95
-725998,-6.05,205.4,266.6857142857143,544.9
-725782,-6.02,205.5,265.07142857142856,537.8499999999999
-725757,-5.99,205.16666666666666,263.45714285714286,530.8
-725263,-5.96,204.83333333333334,261.84285714285716,534.0888889
-725242,-5.995,204.5,260.22857142857146,537.3777778
-725230,-6.029999999999999,205.22,258.6142857142857,540.6666667000001
-725212,-6.0649999999999995,205.94,257.0,528.5444444666667
-724585,-6.1,206.66,255.95,516.4222222333334
-724544,-5.928333333333333,207.38,254.9,504.3
-724372,-5.756666666666667,208.1,253.85,523.2
-723987,-5.585,206.6,252.79999999999998,542.1
-723918,-5.413333333333333,206.525,251.75,561.0
-723902,-5.241666666666667,206.45,250.7,544.49
-723852,-5.07,206.375,253.03333333333333,527.98
-723109,-5.125,206.3,255.36666666666665,511.47
-723032,-5.18,207.63333333333335,257.7,494.96
-722970,-5.294,208.96666666666667,260.0333333333333,478.45
-722495,-5.4079999999999995,210.3,262.3666666666667,512.6333333333333
-722434,-5.522,210.78333333333333,264.7,546.8166666666666
-722423,-5.636,211.26666666666668,264.775,581.0
-722283,-5.75,211.75,264.85,570.3
-721737,-6.445,212.23333333333332,264.925,559.6
-721528,-7.14,212.71666666666667,265.0,561.2833333250001
-721514,-7.3759999999999994,213.2,265.075,562.96666665
-721183,-7.612,213.4,265.15,564.6499999749999
-721021,-7.848,212.875,265.225,566.3333332999999
-720995,-8.084,212.35000000000002,265.3,553.424999975
-720584,-8.32,211.82500000000002,263.5857142857143,540.5166666499999
-720089,-8.47,211.3,261.87142857142857,527.608333325
-719971,-8.62,209.63333333333335,260.15714285714284,514.7
-719693,-8.77,207.96666666666667,258.4428571428572,506.9111111
-719368,-8.5525,206.3,256.72857142857146,499.12222220000007
-719307,-8.335,204.08,255.01428571428573,491.33333330000005
-719303,-8.1175,201.86,253.3,461.2555555333334
-718813,-7.9,199.64,251.08333333333334,431.1777777666667
-718582,-7.6433333333333335,197.42,248.86666666666667,401.1
-718387,-7.386666666666667,195.2,246.65,402.41333334
-718051,-7.13,191.5,244.43333333333334,403.72666668
-717844,-7.0775,187.8,242.21666666666667,405.04000002000004
-717805,-7.025,186.925,240.0,406.35333336
-717691,-6.9725,186.05,236.75714285714287,407.6666667
-717196,-6.92,185.175,233.5142857142857,402.3444444666667
-716829,-6.77,184.3,230.27142857142857,397.0222222333333
-716685,-6.62,187.16666666666669,227.02857142857144,391.7
-716428,-6.47,190.03333333333333,223.7857142857143,394.44166667499996
-716114,-6.41,192.9,220.54285714285714,397.18333335
-716045,-6.35,195.32,217.3,399.92500002500003
-716013,-6.29,197.74,220.4,402.6666667
-715675,-6.23,200.16,223.5,400.73333335
-715244,-6.016666666666667,202.58,226.6,398.8
-715115,-5.803333333333334,205.0,229.70000000000002,405.97333334
-714910,-5.59,206.55,232.8,413.14666668
-714754,-5.5075,208.1,235.9,420.32000001999995
-714599,-5.425,211.6,239.0,427.49333335999995
-714513,-5.342499999999999,215.1,244.0,434.66666669999995
-714211,-5.26,218.6,249.0,466.87777779999993
-713800,-5.24,222.1,254.0,499.0888889
-713700,-5.22,220.63333333333333,259.0,531.3
-713528,-5.2,219.16666666666666,264.0,540.9749999999999
-713230,-4.9575000000000005,217.7,269.0,550.65
-713172,-4.715,218.7,274.0,560.325
-713164,-4.4725,219.7,273.0875,570.0
-712858,-4.23,220.7,272.175,572.3333333333334
-712338,-4.16,221.7,271.2625,574.6666666666666
-712239,-4.09,221.9,270.35,577.0
-712142,-4.02,222.1,269.4375,582.3333333333334
-711893,-3.9899999999999998,222.3,268.525,587.6666666666666
-711787,-3.96,221.54000000000002,267.6125,593.0
-711771,-3.9299999999999997,220.78,266.7,594.2666666666667
-711460,-3.9,220.02,265.5833333333333,595.5333333333333
-711060,-4.03,219.26,264.46666666666664,596.8
-710883,-4.16,218.5,263.35,593.7555555666667
-710793,-4.29,218.52857142857144,262.23333333333335,590.7111111333334
-710414,-4.256666666666667,218.55714285714285,261.1166666666667,587.6666667000001
-710387,-4.223333333333334,218.5857142857143,260.0,582.8444444666667
-710137,-4.19,218.6142857142857,259.6166666666667,578.0222222333334
-709618,-4.12,218.64285714285714,259.23333333333335,573.2
-709486,-4.05,218.67142857142855,258.85,576.76
